2025-02-01 00:00:03 - WARN  - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h52m15s237ms).
2025-02-01 20:59:00 - WARN  - Resolved [org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Cannot deserialize value of type `boolean` from String "falsa": only "true"/"True"/"TRUE" or "false"/"False"/"FALSE" recognized]
2025-02-01 20:59:21 - INFO  - 102 - Creating new user: 'test'
2025-02-01 20:59:21 - INFO  - 102 - Generating JWT token for user 'test'
2025-02-01 20:59:21 - INFO  - 201 - New user created successfully with ID: '3' and username: 'test'
2025-02-01 20:59:26 - INFO  - 102 - Logging out user: spencer
2025-02-01 20:59:26 - INFO  - 200 - Token blacklisted successfully: 'eyJhbGciOiJIUzM4NCJ9.eyJpc0FkbWluIjp0cnVlLCJzdWIiOiJzcGVuY2VyIiwiaWF0IjoxNzM4NDY4NjM5LCJleHAiOjE3Mzg0NzIyMzl9.OFgNY7m0PBtrkEAJlghX2LT02fRE5okJi5kq5FLfE2nKSbrx5TH04ZdgyqbBNlHE'
2025-02-01 20:59:26 - INFO  - 200 - Successfully logged out user: 'spencer'
2025-02-01 20:59:26 - INFO  - 102 - Getting page 0
2025-02-01 20:59:26 - INFO  - 102 - Getting page 1
2025-02-01 20:59:26 - INFO  - 102 - Getting page 2
2025-02-01 20:59:31 - INFO  - 102 - Login attempt for user: 'test'
2025-02-01 20:59:31 - INFO  - 102 - Generating JWT token for user 'test'
2025-02-01 20:59:31 - INFO  - 200 - Set authentication cookie
2025-02-01 20:59:31 - INFO  - 200 - Successful login for user: 'test'
2025-02-01 20:59:31 - INFO  - 102 - Getting page 0
2025-02-01 20:59:31 - INFO  - 102 - Getting page 1
2025-02-01 20:59:31 - INFO  - 102 - Getting page 2
2025-02-01 20:59:34 - INFO  - 102 - Getting video by ID: 4
2025-02-01 20:59:34 - INFO  - 102 - Getting comments for video '4'
2025-02-01 20:59:41 - INFO  - 102 - 'test' posting comment: 'testing new'
2025-02-01 20:59:41 - INFO  - 102 - Checking token blacklist status
2025-02-01 20:59:41 - INFO  - 200 - Token is not blacklisted: 'eyJhbGciOiJIUzM4NCJ9.eyJpc0FkbWluIjpmYWxzZSwic3ViIjoidGVzdCIsImlhdCI6MTczODQ2ODc3MSwiZXhwIjoxNzM4NDcyMzcxfQ.cx2CMeqPLz7tH1Y-okji6hcBwQd3c6KshOxdIo9DtDXznmYoNbBKumrXQ1Yvpp1I'
2025-02-01 20:59:41 - INFO  - 200 - Token validated for user 'test'
2025-02-01 20:59:41 - INFO  - 102 - Comment posted by user 'test'
2025-02-01 20:59:42 - INFO  - 102 - Getting video by ID: 4
2025-02-01 20:59:42 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:01:42 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:01:42 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:01:45 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:01:45 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:02:19 - INFO  - 102 - deleting comment ID: 25
2025-02-01 21:02:19 - INFO  - 102 - Checking token blacklist status
2025-02-01 21:02:19 - INFO  - 200 - Token is not blacklisted: 'eyJhbGciOiJIUzM4NCJ9.eyJpc0FkbWluIjpmYWxzZSwic3ViIjoidGVzdCIsImlhdCI6MTczODQ2ODc3MSwiZXhwIjoxNzM4NDcyMzcxfQ.cx2CMeqPLz7tH1Y-okji6hcBwQd3c6KshOxdIo9DtDXznmYoNbBKumrXQ1Yvpp1I'
2025-02-01 21:02:19 - INFO  - 200 - Token validated for user 'test'
2025-02-01 21:02:19 - INFO  - 102 - Comment '25' deleted by user 'test'
2025-02-01 21:02:19 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:02:19 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:02:46 - INFO  - 102 - Logging out user: test
2025-02-01 21:02:46 - INFO  - 200 - Token blacklisted successfully: 'eyJhbGciOiJIUzM4NCJ9.eyJpc0FkbWluIjpmYWxzZSwic3ViIjoidGVzdCIsImlhdCI6MTczODQ2ODc3MSwiZXhwIjoxNzM4NDcyMzcxfQ.cx2CMeqPLz7tH1Y-okji6hcBwQd3c6KshOxdIo9DtDXznmYoNbBKumrXQ1Yvpp1I'
2025-02-01 21:02:46 - INFO  - 200 - Successfully logged out user: 'test'
2025-02-01 21:02:47 - INFO  - 102 - Getting page 0
2025-02-01 21:02:47 - INFO  - 102 - Getting page 1
2025-02-01 21:02:47 - INFO  - 102 - Getting page 2
2025-02-01 21:02:54 - INFO  - 102 - Login attempt for user: 'spencer'
2025-02-01 21:02:55 - INFO  - 102 - Generating JWT token for user 'spencer'
2025-02-01 21:02:55 - INFO  - 200 - Set authentication cookie
2025-02-01 21:02:55 - INFO  - 200 - Successful login for user: 'spencer'
2025-02-01 21:02:55 - INFO  - 102 - Getting page 0
2025-02-01 21:02:55 - INFO  - 102 - Getting page 1
2025-02-01 21:02:55 - INFO  - 102 - Getting page 2
2025-02-01 21:03:44 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:03:44 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:07:19 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:07:19 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:13:51 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:13:51 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:21:25 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:21:25 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:21:28 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:21:28 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:21:28 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:21:28 - INFO  - 102 - Getting comments for video '4'
2025-02-01 21:24:51 - INFO  - 102 - Getting video by ID: 4
2025-02-01 21:24:51 - INFO  - 102 - Getting comments for video '4'
